newtimestamp,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH),March(2-8),March(9-15),March(16-22),March(23-29),March(30) – April(5),April(6-12),April(13-19),April(20-26),April(27) – May(3),May(4-10),May(11-17),May(18-24),May(25-31)
8/7/19 3:00,42,39,42,39,205.4,83,32.3,23.2,21.8,50.5,18.9,183.5,28.4,66.4,167.1,87.3,36.4
8/7/19 3:15,42,39,42,39,205.4,75,30.5,25.4,18.6,49.6,18.7,139,25.8,64.7,120.6,85.3,34.9
8/7/19 3:30,42,39,42,39,204.1,73,29.7,22.4,19.3,31.8,18.5,97.8,32.5,62.3,87.8,83.8,33.9
8/7/19 3:45,42,39,42,39,204.3,66,30.5,20.8,18.8,29,17.8,88.6,37,57.8,70.6,82.4,32.1
8/7/19 4:00,42,39,42,39,200.6,59.2,32.5,19.4,18.4,24,18.5,88.4,37.2,55.2,64.7,81.2,28
8/7/19 4:15,42,39,42,39,191.7,66.8,33.4,17.6,17.9,23.7,20.1,111.4,34,50.6,71.1,78.4,25.5
8/7/19 4:30,42,39,42,39,186.1,74.6,33.3,16.6,17,24.8,20.6,94.6,35.5,46.9,114.5,75.6,24.3
8/7/19 4:45,42,39,42,39,197.3,72.2,34.5,17.1,16.4,23.2,21.5,80.7,35.6,44,104.6,66.8,24.5
8/7/19 5:00,42,39,42,39,200.3,72.3,40.4,17.2,17.1,22.4,22.6,98.5,33.2,41.3,93.3,47.3,24.9
8/7/19 5:15,42,39,42,39,192.7,74.6,39.6,17.6,17.9,20.7,24.1,109.7,32.4,40.1,93.7,38.4,27.6
8/7/19 5:30,0,0,0,0,181.8,57.1,38.9,17.3,18.1,22,24,117,32.2,40.6,113.6,37,29.8
8/7/19 5:45,0,0,0,0,166.2,51.1,37.5,17.4,19.3,23.2,28.7,105.3,32.6,45.9,127.4,37.5,28.7
8/7/19 6:00,0,0,0,0,153.6,60.6,36.2,20,20.1,25.6,35.6,92.7,33,47.9,137.7,39.4,27.2
8/7/19 6:15,0,0,0,0,139.7,70.4,39.4,24.7,21.7,34.1,35.9,96.7,33.1,44.6,136.7,44.6,28.7
8/7/19 6:30,0,0,0,0,132.3,79.4,42,28.2,23.8,40,34.8,97,33.5,45,128.1,46.9,32.8
8/7/19 6:45,0,0,0,0,117.1,123.4,45.6,29.2,24.6,63.8,48.6,104.9,36.2,63.2,113.4,49.4,32.6
8/7/19 7:00,0,0,0,0,112.8,147.9,54.1,31.5,27.5,88.7,57.7,113.6,37.1,56.4,85.7,49.3,34
8/7/19 7:15,0,0,0,0,110.7,93.8,62.3,28,28.8,144.8,68.8,179.7,38.7,56.8,79.2,48.3,30.7
8/7/19 7:30,0,0,0,0,107.2,69.4,94.5,30.5,29.6,119.5,54.4,216.3,42.9,54.3,77.8,55,30.6
8/7/19 7:45,0,0,0,0,104.4,67.9,93.6,37,29.3,95.8,49.3,82.6,43.2,53.1,80.3,57.1,29.3
8/7/19 8:00,0,0,0,0,100.6,73.7,85.6,39.9,28,68.4,47.6,76.6,51.8,53.5,80.2,68.8,32
8/7/19 8:15,0,0,0,0,90.6,76.4,71.6,33.7,29.2,73.1,45.5,65.2,52.3,43.6,77.8,62.6,26.8
8/7/19 8:30,0,0,0,0,75.3,56.1,56.2,35.9,29.4,60.2,37.5,65.6,50.3,40.1,82.1,55.2,20.5
8/7/19 8:45,0,0,0,0,70.2,56.6,58.1,34.8,40,65.9,35.8,66.5,52.2,37.5,111.9,43.1,21.3
8/7/19 9:00,0,0,0,0,60.5,50.7,63.1,31.8,32,54.8,35.8,68.1,52.9,33.7,84.4,40.3,22.9
8/7/19 9:15,0,0,0,0,50.9,47.3,45.8,32.3,36.3,50.9,28.8,67.7,52.3,32.5,87.6,42.3,25
8/7/19 9:30,0,0,0,0,36.7,51.6,41.6,28.7,30.6,35.8,34.4,63.7,46.7,30.9,77.4,43.1,29.4
8/7/19 9:45,0,0,0,0,24.2,49.9,37.3,26.1,24.9,34.7,35.8,33.7,39.7,NaN,NaN,37.8,29.6
8/7/19 10:00,0,0,0,0,24.9,46,37.9,34.2,NaN,36.4,34.7,32.4,34.5,30.7,NaN,36.7,30.5
8/7/19 10:15,0,0,0,0,28.3,37,36.4,34.6,NaN,40.9,31.3,18.1,33.3,37,NaN,33.9,28.5
8/7/19 10:30,0,0,0,0,31,25,34.7,30.2,20.6,55.4,22.6,22,33.6,43.9,NaN,34.1,23.9
8/7/19 10:45,0,0,0,0,28.7,22.5,27.6,31.9,23.3,46.1,20.8,26.1,23.9,NaN,NaN,23.6,20
8/7/19 11:00,0,0,0,0,32.6,25.1,22.9,27.2,20.6,35.9,19.4,25.8,24.3,33.2,35.6,23,22.5
8/7/19 11:15,0,0,0,0,32.4,23.5,25.7,30.9,17.5,27.5,22.9,23.7,15.6,26.2,47.1,24.1,23.8
8/7/19 11:30,0,0,0,0,32.4,19.5,24.8,24.4,17.5,26.7,23,19.7,20.8,24,32.2,23.3,25.4
8/7/19 11:45,0,0,0,0,32.5,19.2,31.9,24.2,21.7,22.8,22.7,19,20.5,26.7,NaN,20.4,24.8
08/07/19 12:00,41,40,63,26,41,21.1,27,26.8,27.2,37.5,33.8,21.9,22.1,28.9,NaN,33.8,24.6
08/07/19 12:15,41,40,55,30,35.3,19.9,25.2,32.2,17.4,20.4,25.8,31.8,30.7,23.7,NaN,40.8,25.6
08/07/19 12:30,42,39,42,39,34.6,20.7,26.5,25.7,16.7,20.4,21.9,19,31,29.8,NaN,20.9,25.9
08/07/19 12:45,0,0,0,0,25.6,16.8,23.9,NaN,21.8,21.1,23.5,20.8,25.9,24.4,21.5,27,23.5
8/7/19 13:00,40,41,91,18,22.9,19.8,23.4,26.1,19.8,18.2,15.4,24.2,16.6,26.4,13.3,25.5,37.4
8/7/19 13:15,41,40,61,27,21.9,19.3,28.1,21.9,17.5,24.6,20.1,18,23.4,31.2,17.7,23.6,30.8
8/7/19 13:30,42,39,59,28,21.2,18,26,22.3,21.2,19.5,22.6,16.2,35.6,29.9,28.3,18.9,32.1
08/07/19 13:45,0,0,0,0,19.7,17.9,28.8,24.1,22.7,16.6,20.4,16.8,15.5,22.7,18.2,19.8,22.2
08/07/19 14:00,0,0,0,0,20.3,16.8,23.4,22.7,19.8,16.6,20.6,15,19.6,27.2,16.5,21.8,29.5
08/07/19 14:15,0,0,0,0,21.9,20.1,15.5,23,18.4,27.2,19.4,17.9,19.8,20.7,20.6,19.4,17.6
08/07/19 14:30,0,0,0,0,24.4,19.5,22.1,24.1,18.7,22.4,12.3,19.4,25.6,24,17.6,22.7,16.9
08/07/19 14:45,0,0,0,0,22.6,20.2,27.8,25.6,22.1,28.6,NaN,23.5,36.5,33.4,23.5,22,17.7
08/07/19 15:00,0,0,0,0,18,16.8,19.3,21.9,21.3,24.5,NaN,24,20.4,31.3,27,22.2,18.5
08/07/19 15:15,0,0,0,0,20.8,18.5,17.6,18.4,21.3,26,28.4,20.8,17.3,27.8,31.5,27.1,17.6
08/07/19 15:30,0,0,0,0,20.5,17.2,23.1,20.4,20.3,28.4,18.9,18.1,21.9,29.6,32.3,18.6,19.5
08/07/19 15:45,0,0,0,0,20.8,17.9,21.8,21.1,18.1,31.9,19.7,16.8,17.6,25.9,41.7,22.4,22
08/07/19 16:00,0,0,0,0,20.6,17,25,21.9,16.3,26.2,24,21.2,22,NaN,NaN,15.1,19.4
08/07/19 16:15,0,0,0,0,20.4,21.4,18.4,20,20,24.2,17.9,26.6,16.6,26.5,41.6,16.2,23.8
08/07/19 16:30,0,0,0,0,23.4,20.3,40.1,24.3,19.2,32.1,14.6,22.3,19.5,25.3,47.8,19.2,21.8
08/07/19 16:45,0,0,0,0,21.6,15.5,39.4,26.4,22.9,39.2,25.3,26.8,19.1,31,53.2,18.7,21.5
08/07/19 17:00,0,0,0,0,25.3,21.4,32.6,25.9,27.3,34,22.7,19,31.8,35.3,52.3,31.9,23.9
08/07/19 17:15,0,0,0,0,21.9,34.8,28.1,20.9,21.4,38.8,19.3,22.8,30.3,36.9,41.2,24.3,25
08/07/19 17:30,41,40,55,30,22.4,25.7,27.2,25.1,22.4,39.9,14.9,21.4,37.9,34.2,24.7,24.9,26.7
08/07/19 17:45,42,39,59,28,24.6,29.4,27.7,31.5,21.7,37.5,13.6,34.9,40.8,45.4,19.7,31.6,24.5
08/07/19 18:00,41,40,66,25,26.2,45,37.7,29.3,19.6,36.5,15.4,33.9,54.6,47.9,21.4,32.9,29.5
08/07/19 18:15,0,0,0,0,37.2,60.1,45.3,33.4,26,44.5,23.6,33.8,56.8,48,27.9,41.2,35.3
08/07/19 18:30,42,39,82,20,41.3,69.2,49.4,36.1,26.5,66.4,30.3,41.3,62.7,71,34.9,40.5,34.6
08/07/19 18:45,41,40,68,24,43.8,45.9,62.2,37.4,32.5,53.3,26.8,52.5,76.4,68.6,35.2,43.5,37.8
8/7/19 19:00,40,41,86,19,45.4,45.9,64.1,38.4,45.7,63.9,29.4,54.2,106.1,71.2,38.4,63.4,41.1
8/7/19 19:15,41,40,66,25,49.2,31.5,71.3,41.4,53.9,54,39.1,64.4,122.2,88.1,49.3,59.2,49.4
8/7/19 19:30,42,39,82,20,55.1,41,74.1,41.8,58.5,63.5,45.8,88.4,113.8,102.4,44.3,64.9,73
8/7/19 19:45,42,39,61,27,61.3,41.1,74.1,53.1,67.5,66.8,58.9,114.7,122.8,109.2,42.3,71.8,82.1
8/7/19 20:00,41,40,78,21,64.2,66.6,76.6,54.1,57.3,71.9,67.1,147.6,148.4,125,37.6,77.2,92.2
8/7/19 20:15,41,40,71,23,59.1,102.9,79.7,51.6,60.3,70.4,86.8,142,145.1,150.4,41.1,80.9,98.9
8/7/19 20:30,41,40,75,22,63.8,125.9,97,52.5,53.7,65.7,121.2,157,141.3,179.6,24.1,88.3,110.6
8/7/19 20:45,42,39,53,31,56.4,133.3,101.9,55.9,47.1,76.5,148.6,175.7,145.2,196.4,16.5,81.6,109.6
8/7/19 21:00,42,39,42,39,35.9,152.5,121.4,55.7,46.6,89.5,172.4,141.7,181.1,216.1,19.5,57.8,105.5
8/7/19 21:15,42,39,91,18,29.6,168.4,128.4,69.1,67.4,92.2,179.5,131.3,207.8,220.2,26.8,42.9,101.7
8/7/19 21:30,41,40,127,13,28.2,120.2,150.7,55.4,71.4,94.4,200.9,151.9,233.1,221.9,21.2,42,98
8/7/19 21:45,41,40,41,40,29.2,119.8,168.3,47.9,83.8,91.6,249.2,167.3,301.8,228.7,19.6,40.8,100.7
8/7/19 22:00,41,40,41,40,27.6,120.5,167.4,48.2,86.4,80.6,260.4,192.3,251.7,239.2,17.2,37.6,110.4
8/7/19 22:15,41,40,53,31,26.1,108.7,173.5,46.7,73.5,96.5,251.5,206.4,208.4,274.4,17.5,34.7,94.4
8/7/19 22:30,41,40,41,40,26.4,75.3,175.2,46.5,58,97.4,252.7,194.5,163.6,269.5,18.5,45.4,78.3
8/7/19 22:45,41,40,41,40,25.1,65.6,175.2,47.8,39.3,100.4,275,198.2,118.8,247.6,15.1,35.3,71.7
8/7/19 23:00,41,40,41,40,24.2,47.8,178.4,49.9,37.9,75.5,304.5,202.6,165.3,239.4,13.8,33.2,66.1
8/7/19 23:15,41,40,41,40,25.3,48.3,192.5,51.4,47.2,75.5,345.5,205.8,219.6,234.2,14.4,37.2,65.3
8/7/19 23:30,41,40,41,40,26.5,49.3,191.9,51.1,47.9,72.2,421.3,192,200.5,228.3,16,39.8,66.8
8/7/19 23:45,41,40,41,40,28.8,44.1,153.9,48.5,47.8,64.8,274.8,200.4,190.2,220.9,15.6,41.7,68.5
9/7/19 0:00,41,40,41,40,29,37.6,112.7,46.6,47.8,58.1,74.3,198.9,168.4,208.9,16.6,43,67.1
9/7/19 0:15,41,40,41,40,27.9,35.7,96.8,41.7,40.6,51.3,23.4,196.4,159.2,248.6,16.4,45.2,66.3
9/7/19 0:30,41,40,41,40,24.8,34.9,84.4,39.1,41.7,59.6,14.9,130.7,158.1,336.3,17.6,55.3,76.4
9/7/19 0:45,41,40,41,40,23.9,35.3,77.5,38.9,50.8,74.5,11.2,111.8,128.3,338.6,18.7,68.2,85.9
9/7/19 1:00,41,40,41,40,26.2,35.2,73,34.6,49.9,73.6,10.7,98.3,112.2,318.1,19.2,69.8,87.9
9/7/19 1:15,41,40,41,40,28.4,35.8,66.3,33.1,47.7,71.4,10.4,82.1,115.5,275,16.2,61.3,86.1
9/7/19 1:30,41,40,41,40,25,37.4,56.7,32.9,41.9,92.4,10.4,67.7,124.8,248.8,15.7,48.5,79.7
9/7/19 1:45,41,40,41,40,22.9,36.9,52.4,27,32.7,108.5,10,56.7,126.3,229,16.2,47.7,67.5
9/7/19 2:00,41,40,41,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.1,59.8
9/7/19 2:15,41,40,41,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.1,46.1
9/7/19 2:30,41,40,41,40,19.1,35.3,48,29.4,31.6,83.4,11,42.9,75.5,162.1,15.5,39,46.6
9/7/19 2:45,41,40,41,40,20.4,32.2,49.3,34.5,34.8,80.3,11.5,46.8,87.9,153.9,13.1,33.2,47.2
9/7/19 3:00,41,40,41,40,19.1,24.9,46.2,31.7,33.2,77.6,10.3,58.9,116.4,108.2,13.1,31.9,45
9/7/19 3:15,41,40,41,40,19.2,24.4,45.8,28.7,29.5,79.7,9.9,87.6,99.2,72.9,13.2,30.8,45.3
9/7/19 3:30,41,40,41,40,21,24.1,47.9,24.4,29.7,68.5,10.3,94.7,68.5,73.1,12.5,29.7,45.2
9/7/19 3:45,41,40,41,40,22.2,24.8,59.2,21.7,30,65.8,10.2,97.5,59,75.1,12.9,29.3,42
9/7/19 4:00,41,40,41,40,22.7,25,59.1,22.8,30.7,75.3,10.2,102.4,57.3,71.3,31.5,28.8,41.3
9/7/19 4:15,41,40,41,40,25.6,24.9,55.7,23.2,31.1,81,8.9,109,56.1,64.6,27.2,30.2,40.6
9/7/19 4:30,41,40,41,40,28.9,25.6,52.4,24.1,31.5,76.4,8.3,112.5,57.2,64.9,19,31.9,39.5
9/7/19 4:45,41,40,41,40,27,28.6,51,25.4,32.2,80.6,8.9,115.2,57.9,62,28.4,34.6,39.6
9/7/19 5:00,41,40,41,40,25.1,37.1,51.1,24.7,31.6,82.5,8.3,138.7,66.1,48.7,29.2,35.2,40.7
9/7/19 5:15,41,40,41,40,25.1,39.6,51.2,27.2,31.3,82.2,9.3,171.7,76.5,39.1,27.9,37.3,42
9/7/19 5:30,41,40,41,40,26.9,40.3,49.1,31.6,30.5,66.8,12,182.6,92.8,37.6,28.4,52.2,42.3
9/7/19 5:45,41,40,41,40,28.2,36.9,47.2,31.9,30.2,55.4,13,203.6,75.9,37.9,29,55.2,42.2
9/7/19 6:00,41,40,41,40,27.6,36.1,44.8,32.8,60.5,57.5,16.1,197.5,72.8,40.4,29,55.3,41.2
9/7/19 6:15,41,40,41,40,32.3,41.8,43.5,34.8,106.3,48.2,15.6,198.5,86.8,44.2,27.1,55.2,40.2
9/7/19 6:30,41,40,41,40,33.2,47.6,46,34.6,119.3,44.7,27.2,214.2,104.6,59.3,29.2,55.9,40
9/7/19 6:45,41,40,41,40,33.6,47.2,57.6,44,117.8,49.3,27.7,250.8,94,73.7,39.4,61.8,42.3
9/7/19 7:00,41,40,41,40,42.1,54.5,61.3,51.2,102.1,46.8,31.5,232.6,96.1,76.8,60.8,68.4,39.9
9/7/19 7:15,41,40,41,40,39.1,55.4,76.2,46.9,76.4,48.4,39,234.7,123.7,81.4,63.3,66.7,36.8
9/7/19 7:30,41,40,41,40,37.2,54.5,76.1,38.7,90.5,49.6,30.9,217.1,117.4,81.4,60.9,57.8,38.1
9/7/19 7:45,41,40,41,40,46.7,61,62.8,33.2,88.5,61.6,38,189.5,124.2,76.3,48.2,47.4,32.9
9/7/19 8:00,41,40,41,40,49,56.4,63.4,34.8,76.9,69,53.1,178.5,96.1,61.5,28,49.3,30.8
9/7/19 8:15,41,40,41,40,55.4,84.6,61,34.4,83.9,79,33.4,161.2,75.8,44.8,34.9,42.2,32.6
9/7/19 8:30,41,40,41,40,49.2,75.3,53.1,38.1,73.9,50.4,51.6,127.1,59,36,25.5,43.8,34.8
9/7/19 8:45,42,39,42,39,41.9,80.2,55.4,44.3,97.8,52.4,33,100.8,43.1,32.3,29.3,41.1,35.1
9/7/19 9:00,41,40,55,30,39.3,44.6,44.7,32.2,88.7,58.8,41.9,67.3,36.8,28.8,35,44.3,34.8
09/07/19 9:15,0,0,0,0,39.4,29.5,40.8,35.2,76.8,58.6,31.2,57.9,30.6,19.7,32.3,44.1,37.1
09/07/19 9:30,0,0,0,0,41.9,41.3,40.1,32.9,56.2,57.6,37.1,49.6,26,16.8,24.1,39,27.5
09/07/19 9:45,0,0,0,0,36.5,31.9,32.2,30.5,40,57.6,34.7,43.6,23.8,14.4,25,38.4,25.4
09/07/19 10:00,0,0,0,0,42.5,30.9,36.5,31.3,38.3,56.5,46.7,33.2,21.8,12.5,23.1,37.9,28.9
